snapshot_date,category,skill_name,demand_count,demand_pct,median_days_open,salary_premium_pct,repost_rate_pct,scarcity_score
2026-07-12,security,SOC 2,37,2.5,4.0,89.3,10.9,67.4
2026-07-12,security,Spark,42,2.8,58.0,50.1,0.0,62.5
2026-07-12,security,SQL,23,1.5,61.0,-43.7,0.0,38.5
2026-07-12,security,Stakeholder Mgmt,103,6.9,1.0,33.2,14.5,64.2
2026-07-12,security,Terraform,104,7.0,0.0,-12.8,19.7,28.3
2026-07-12,security,TypeScript,60,4.0,8.0,,0.0,41.0
2026-07-12,security,Zero Trust,17,1.1,0.0,19.3,16.1,34.0
2026-07-13,ai,A/B Testing,167,5.9,2.0,-5.2,0.9,57.1
2026-07-13,ai,Agile / Scrum,445,15.8,0.0,36.7,34.3,54.7
2026-07-13,ai,AI Agents,210,7.4,,31.8,4.8,70.2
2026-07-13,ai,AI Coding Tools,35,1.2,,21.6,0.0,45.0
2026-07-13,ai,Airflow,23,0.8,1.0,10.7,2.5,51.2
2026-07-13,ai,Angular,22,0.8,1.0,,12.1,51.3
2026-07-13,ai,AWS,350,12.4,0.0,-29.9,10.9,29.0
2026-07-13,ai,AWS Security,10,0.4,0.0,-9.9,0.0,18.4
2026-07-13,ai,Azure,260,9.2,0.0,-43.2,7.6,23.9
2026-07-13,ai,BigQuery,18,0.6,,,0.0,0.0
2026-07-13,ai,C#,46,1.6,5.0,26.1,0.0,62.0
2026-07-13,ai,C++,97,3.4,1.0,-12.4,15.6,50.4
2026-07-13,ai,CI/CD,86,3.0,0.0,-43.9,18.0,28.7
2026-07-13,ai,Data Modeling,15,0.5,0.0,,19.4,34.3
2026-07-13,ai,Data Visualization,22,0.8,75.0,,0.0,61.5
2026-07-13,ai,Databricks,53,1.9,0.0,,0.9,13.3
2026-07-13,ai,Datadog,31,1.1,36.0,,0.0,57.7
2026-07-13,ai,Deep Learning,228,8.1,2.0,11.3,9.1,69.9
2026-07-13,ai,Docker,90,3.2,1.0,-2.6,11.4,54.2
2026-07-13,ai,DynamoDB,13,0.5,,-9.9,0.0,30.7
2026-07-13,ai,Excel,92,3.3,0.0,,0.3,12.8
2026-07-13,ai,FastAPI,51,1.8,0.0,-16.0,26.3,36.6
2026-07-13,ai,Fine-tuning,231,8.2,8.0,-4.4,3.9,67.2
2026-07-13,ai,Flink,24,0.9,52.0,,0.0,60.6
2026-07-13,ai,GCP,130,4.6,0.0,-43.2,7.5,23.6
2026-07-13,ai,Git,55,1.9,2.0,-16.0,19.0,63.0
2026-07-13,ai,Go,14,0.5,0.0,40.4,2.1,42.6
2026-07-13,ai,Grafana,52,1.8,0.0,38.4,6.0,45.0
2026-07-13,ai,GraphQL,44,1.6,,-47.4,0.0,4.1
2026-07-13,ai,Hugging Face,132,4.7,2.0,40.4,3.4,71.7
2026-07-13,ai,Incident Response,43,1.5,12.0,-12.4,0.0,49.7
2026-07-13,ai,Java,94,3.3,1.0,-29.9,6.7,41.3
2026-07-13,ai,JavaScript,52,1.8,1.0,-47.4,21.6,40.5
2026-07-13,ai,Kafka,37,1.3,1.0,,0.0,23.1
2026-07-13,ai,Kotlin,17,0.6,,43.5,0.0,55.2
2026-07-13,ai,Kubernetes,90,3.2,1.0,-12.4,17.7,50.7
2026-07-13,ai,LangChain,55,1.9,2.0,5.6,0.0,52.1
2026-07-13,ai,Linux,28,1.0,2.0,,1.7,58.6
2026-07-13,ai,LLM APIs,19,0.7,,31.8,0.0,49.1
2026-07-13,ai,LLMs / GenAI,1265,44.8,0.0,-12.4,9.1,30.7
2026-07-13,ai,Machine Learning,2322,82.3,0.0,11.3,13.4,45.8
2026-07-13,ai,MLflow,99,3.5,1.0,-55.9,4.9,28.6
2026-07-13,ai,MongoDB,13,0.5,0.0,,39.1,38.5
2026-07-13,ai,Next.js,22,0.8,1.0,,0.0,23.1
2026-07-13,ai,NLP,198,7.0,1.0,-38.6,12.2,44.7
2026-07-13,ai,Node.js,28,1.0,0.0,-2.2,12.7,41.7
2026-07-13,ai,NumPy,24,0.9,0.0,-45.3,10.6,21.9
2026-07-13,ai,Pandas,32,1.1,0.0,-45.3,9.0,20.6
2026-07-13,ai,PostgreSQL,30,1.1,0.0,22.8,35.2,51.9
2026-07-13,ai,Prompt Engineering,31,1.1,,,0.0,0.0
2026-07-13,ai,Prototyping,82,2.9,2.0,-13.6,1.4,51.6
2026-07-13,ai,Python,761,27.0,1.0,-43.2,11.5,41.6
2026-07-13,ai,PyTorch,294,10.4,1.0,-47.4,9.3,34.1
2026-07-13,ai,RAG,251,8.9,0.0,-2.6,13.3,41.2
2026-07-13,ai,React,72,2.6,0.0,-41.1,4.3,22.8
2026-07-13,ai,REST API,46,1.6,,-50.9,2.0,20.3
2026-07-13,ai,Ruby,21,0.7,12.0,,0.0,53.8
2026-07-13,ai,Rust,48,1.7,1.0,-12.4,0.0,29.7
2026-07-13,ai,SageMaker,57,2.0,1.0,-54.5,2.9,27.6
2026-07-13,ai,Scala,19,0.7,1.0,,0.0,23.1
2026-07-13,ai,scikit-learn,75,2.7,1.0,-45.3,15.4,40.2
2026-07-13,ai,Segment,10,0.4,2.0,,0.0,43.3
2026-07-13,ai,Snowflake,29,1.0,0.0,-5.6,0.0,19.6
2026-07-13,ai,Spark,132,4.7,47.0,9.4,1.4,72.7
2026-07-13,ai,Spring,14,0.5,12.0,,21.1,88.7
2026-07-13,ai,SQL,159,5.6,1.0,-45.3,18.3,41.6
2026-07-13,ai,Stakeholder Mgmt,264,9.4,1.0,0.0,5.8,51.7
2026-07-13,ai,Statistical Analysis,132,4.7,13.0,48.3,6.6,85.6
2026-07-13,ai,System Design,37,1.3,2.0,-61.2,6.5,42.1
2026-07-13,ai,TensorFlow,147,5.2,1.0,-47.4,13.2,36.8
2026-07-13,ai,Terraform,46,1.6,0.0,-43.9,35.4,32.1
2026-07-13,ai,TypeScript,62,2.2,1.0,43.5,23.0,71.5
2026-07-13,ai,Vector Databases,21,0.7,,88.5,0.0,58.3
2026-07-13,ai,vLLM,16,0.6,0.0,-12.4,0.0,14.7
2026-07-13,ai,Vue,26,0.9,,,0.0,0.0
2026-07-13,ai,XGBoost,13,0.5,41.0,26.5,0.0,67.0
2026-07-13,data,A/B Testing,319,5.3,2.0,-10.9,1.5,52.4
2026-07-13,data,Agile / Scrum,286,4.8,0.0,8.0,15.9,39.1
2026-07-13,data,AI Agents,75,1.2,,82.3,1.3,67.2
2026-07-13,data,AI Coding Tools,19,0.3,,,0.0,0.0
2026-07-13,data,Airflow,220,3.7,2.0,-8.7,16.2,66.4
2026-07-13,data,Amplitude,18,0.3,2.0,,0.0,51.0
2026-07-13,data,Apache Iceberg,25,0.4,,,0.0,0.0
2026-07-13,data,AWS,790,13.1,0.0,26.9,11.8,41.9
2026-07-13,data,AWS Security,29,0.5,0.0,12.9,0.0,22.9
2026-07-13,data,Azure,564,9.4,0.0,10.0,18.1,42.7
2026-07-13,data,BigQuery,78,1.3,1.0,-9.0,4.3,51.4
2026-07-13,data,C#,12,0.2,1.0,2.4,7.1,61.2
2026-07-13,data,C++,14,0.2,2.0,51.0,0.0,63.8
2026-07-13,data,CI/CD,167,2.8,0.0,24.2,17.2,45.6
2026-07-13,data,ClickHouse,14,0.2,,,0.0,0.0
2026-07-13,data,Dagster,52,0.9,6.0,-8.2,0.0,51.6
2026-07-13,data,Data Modeling,609,10.1,0.0,-12.0,21.4,32.3
2026-07-13,data,Data Observability,22,0.4,,25.3,40.9,85.2
2026-07-13,data,Data Pipeline,127,2.1,0.0,-12.0,13.1,26.1
2026-07-13,data,Data Visualization,114,1.9,0.0,-37.1,21.7,25.3
2026-07-13,data,Databricks,471,7.8,0.0,16.2,12.6,39.1
2026-07-13,data,Datadog,17,0.3,,-36.3,0.0,5.7
2026-07-13,data,dbt,238,4.0,1.0,-8.2,10.4,58.9
2026-07-13,data,Deep Learning,54,0.9,1.0,-11.4,40.0,65.0
2026-07-13,data,Docker,81,1.3,0.0,80.2,22.1,55.7
2026-07-13,data,Dynamics 365,10,0.2,,68.7,0.0,54.3
2026-07-13,data,DynamoDB,19,0.3,0.0,,6.9,18.1
2026-07-13,data,Elasticsearch,33,0.5,53.0,-16.3,2.0,56.5
2026-07-13,data,ETL,610,10.1,0.0,13.7,14.5,40.1
2026-07-13,data,Excel,319,5.3,0.0,-26.6,12.9,20.5
2026-07-13,data,Fine-tuning,17,0.3,0.0,-29.8,7.2,16.2
2026-07-13,data,Fivetran,27,0.4,0.0,106.3,5.8,44.0
2026-07-13,data,Flink,37,0.6,0.0,201.3,0.0,35.0
2026-07-13,data,GCP,253,4.2,0.0,43.7,14.8,46.0
2026-07-13,data,Git,139,2.3,0.0,-25.7,20.7,27.1
2026-07-13,data,Go,13,0.2,0.0,51.0,2.6,38.3
2026-07-13,data,Grafana,18,0.3,,9.0,0.0,35.6
2026-07-13,data,Hugging Face,21,0.3,,,0.0,0.0
2026-07-13,data,Java,182,3.0,0.0,50.1,35.9,54.0
2026-07-13,data,JavaScript,56,0.9,0.0,19.2,14.7,42.3
2026-07-13,data,Jira,28,0.5,0.0,-8.2,24.8,38.3
2026-07-13,data,Jupyter,21,0.3,0.0,-42.8,2.9,9.9
2026-07-13,data,Kafka,109,1.8,0.0,-20.2,6.6,19.6
2026-07-13,data,Kubernetes,80,1.3,9.0,124.2,6.3,82.5
2026-07-13,data,Linear,10,0.2,0.0,17.4,0.0,24.3
2026-07-13,data,Linux,48,0.8,3.0,-58.9,19.3,57.7
2026-07-13,data,LLMs / GenAI,340,5.7,0.0,2.6,4.3,28.4
2026-07-13,data,Looker,133,2.2,2.0,-39.0,0.8,42.1
2026-07-13,data,Machine Learning,994,16.5,0.0,-3.5,12.3,31.5
2026-07-13,data,Microsoft Fabric,15,0.2,,61.0,6.7,72.1
2026-07-13,data,MLflow,32,0.5,61.0,,0.0,61.5
2026-07-13,data,MongoDB,24,0.4,0.0,-25.7,22.4,28.3
2026-07-13,data,MySQL,20,0.3,0.0,-2.2,4.5,26.6
2026-07-13,data,NLP,144,2.4,0.0,2.6,7.2,32.3
2026-07-13,data,Node.js,13,0.2,33.0,-2.8,0.0,55.3
2026-07-13,data,NumPy,66,1.1,0.0,-22.2,19.2,27.2
2026-07-13,data,Pandas,109,1.8,0.0,-22.2,15.1,24.0
2026-07-13,data,Polars,17,0.3,0.0,,29.0,36.2
2026-07-13,data,PostgreSQL,47,0.8,0.0,43.0,7.9,41.4
2026-07-13,data,Power BI,578,9.6,0.0,-19.0,16.0,27.8
2026-07-13,data,Prototyping,34,0.6,44.0,-53.7,0.0,39.8
2026-07-13,data,Python,1406,23.4,0.0,9.7,17.4,41.6
2026-07-13,data,PyTorch,67,1.1,0.0,-22.2,5.2,15.7
2026-07-13,data,RAG,56,0.9,0.0,-29.8,10.9,18.3
2026-07-13,data,Redshift,92,1.5,1.0,45.8,8.7,72.4
2026-07-13,data,REST API,16,0.3,0.0,-44.9,3.2,9.7
2026-07-13,data,SageMaker,35,0.6,6.0,,20.0,89.3
2026-07-13,data,SAP,18,0.3,,42.9,50.0,87.9
2026-07-13,data,SAS,33,0.5,1.0,1.8,46.8,72.9
2026-07-13,data,Scala,95,1.6,0.0,-9.0,19.0,33.7
2026-07-13,data,scikit-learn,60,1.0,0.0,-22.2,16.1,25.2
2026-07-13,data,Segment,25,0.4,0.0,48.2,7.4,42.6
2026-07-13,data,Snowflake,534,8.9,0.0,1.8,13.5,34.7
2026-07-13,data,Spark,410,6.8,0.0,22.7,13.9,42.2
2026-07-13,data,SQL,1682,28.0,0.0,-10.9,15.7,30.1
2026-07-13,data,Stakeholder Mgmt,735,12.2,0.0,17.5,9.5,38.6
2026-07-13,data,Statistical Analysis,502,8.3,0.0,-11.4,5.6,20.9
2026-07-13,data,Superset,12,0.2,,,0.0,0.0
2026-07-13,data,System Design,16,0.3,0.0,-59.5,0.0,0.0
2026-07-13,data,Tableau,298,5.0,0.0,-2.2,6.5,28.1
2026-07-13,data,TensorFlow,41,0.7,0.0,-22.2,6.8,17.8
2026-07-13,data,Terraform,103,1.7,0.0,-8.7,17.5,34.1
2026-07-13,data,Trino,27,0.4,,,0.0,0.0
2026-07-13,data,TypeScript,23,0.4,0.0,51.0,0.0,30.6
2026-07-13,data,Vector Databases,19,0.3,,,0.0,0.0
2026-07-13,data,Workday,16,0.3,,,0.0,0.0
2026-07-13,devops,A/B Testing,25,0.8,2.0,44.6,36.8,87.3
2026-07-13,devops,Agile / Scrum,166,5.3,0.0,35.2,6.7,35.8
2026-07-13,devops,AI Agents,44,1.4,,26.7,20.5,79.8
2026-07-13,devops,AI Coding Tools,29,0.9,,,0.0,0.0
2026-07-13,devops,Amplitude,14,0.4,,107.1,0.0,56.4
2026-07-13,devops,Ansible,214,6.8,0.0,-33.3,23.0,29.1
2026-07-13,devops,ArgoCD,71,2.3,1.0,-43.3,2.8,30.8
2026-07-13,devops,AWS,1288,41.1,0.0,-22.5,17.6,35.7
2026-07-13,devops,AWS Security,174,5.5,1.0,-31.7,9.1,42.8
2026-07-13,devops,Azure,864,27.6,0.0,-33.3,20.6,27.2
2026-07-13,devops,Bash,112,3.6,0.0,-41.7,18.2,22.8
2026-07-13,devops,C#,80,2.6,0.0,-26.2,31.3,37.3
2026-07-13,devops,C++,37,1.2,1.0,,13.6,57.2
2026-07-13,devops,CI/CD,950,30.3,0.0,-25.8,16.6,30.7
2026-07-13,devops,Databricks,12,0.4,0.0,9.8,14.0,36.4
2026-07-13,devops,Datadog,91,2.9,1.0,-3.9,5.7,51.4
2026-07-13,devops,dbt,84,2.7,,-33.3,6.0,20.1
2026-07-13,devops,Django,16,0.5,0.0,25.8,12.5,37.8
2026-07-13,devops,Docker,368,11.7,0.0,-30.0,18.6,31.4
2026-07-13,devops,Elasticsearch,10,0.3,0.0,,10.2,14.6
2026-07-13,devops,ETL,16,0.5,0.0,-13.9,36.1,42.3
2026-07-13,devops,Excel,33,1.1,0.0,14.2,14.5,38.3
2026-07-13,devops,Fivetran,15,0.5,47.0,,4.0,68.1
2026-07-13,devops,GCP,378,12.1,0.0,-36.0,20.2,25.9
2026-07-13,devops,Git,313,10.0,0.0,-31.5,23.7,34.6
2026-07-13,devops,Go,39,1.2,1.0,107.1,10.0,68.0
2026-07-13,devops,Grafana,87,2.8,0.0,-43.3,14.3,14.0
2026-07-13,devops,Helm,89,2.8,0.0,-33.3,16.6,23.1
2026-07-13,devops,Incident Response,142,4.5,2.0,-9.1,2.7,54.6
2026-07-13,devops,Java,165,5.3,0.0,6.6,16.2,38.6
2026-07-13,devops,JavaScript,70,2.2,2.0,6.6,12.5,64.9
2026-07-13,devops,Jira,57,1.8,1.0,-60.4,20.7,46.3
2026-07-13,devops,Kafka,89,2.8,0.0,-40.0,23.5,27.2
2026-07-13,devops,Kotlin,16,0.5,1.0,28.2,0.0,53.7
2026-07-13,devops,Kubernetes,641,20.4,0.0,-30.0,18.0,30.6
2026-07-13,devops,LangChain,13,0.4,,-23.1,0.0,28.2
2026-07-13,devops,Linux,449,14.3,0.0,-7.9,22.5,41.8
2026-07-13,devops,LLMs / GenAI,104,3.3,5.0,25.1,17.0,79.6
2026-07-13,devops,Machine Learning,117,3.7,0.0,36.1,14.9,44.0
2026-07-13,devops,Microservices,22,0.7,0.0,-25.8,15.3,29.1
2026-07-13,devops,MongoDB,38,1.2,0.0,108.4,9.5,43.7
2026-07-13,devops,MySQL,31,1.0,3.0,-25.8,0.0,49.2
2026-07-13,devops,Next.js,14,0.4,7.0,58.3,11.4,79.2
2026-07-13,devops,Node.js,27,0.9,9.0,13.8,8.1,69.3
2026-07-13,devops,Oracle,10,0.3,,,0.0,0.0
2026-07-13,devops,PHP,21,0.7,30.0,-25.8,12.9,64.4
2026-07-13,devops,PostgreSQL,69,2.2,0.0,-31.7,15.7,24.9
2026-07-13,devops,Prometheus,68,2.2,0.0,-43.3,15.2,15.9
2026-07-13,devops,Pulumi,85,2.7,1.0,-43.3,16.5,42.5
2026-07-13,devops,Python,451,14.4,0.0,-31.7,22.9,31.7
2026-07-13,devops,RAG,19,0.6,2.0,-13.9,37.5,74.3
2026-07-13,devops,React,68,2.2,0.0,-40.0,15.1,18.5
2026-07-13,devops,Redis,31,1.0,0.0,-6.0,0.0,20.4
2026-07-13,devops,Ruby,23,0.7,2.0,26.7,8.3,66.6
2026-07-13,devops,Rust,51,1.6,5.0,-40.0,14.9,53.6
2026-07-13,devops,Salesforce,19,0.6,,-28.5,0.0,21.4
2026-07-13,devops,Segment,14,0.4,0.0,58.4,8.2,40.2
2026-07-13,devops,SIEM,48,1.5,0.0,59.9,11.9,43.9
2026-07-13,devops,Snowflake,98,3.1,0.0,16.8,0.0,25.7
2026-07-13,devops,SOC 2,18,0.6,52.0,,0.0,61.5
2026-07-13,devops,Spark,32,1.0,2.0,-58.9,11.6,42.0
2026-07-13,devops,Spring,21,0.7,0.0,31.2,0.0,29.2
2026-07-13,devops,SQL,153,4.9,0.0,-25.8,17.8,32.5
2026-07-13,devops,Stakeholder Mgmt,151,4.8,0.0,5.7,17.4,40.0
2026-07-13,devops,System Design,48,1.5,0.0,3.0,8.1,28.4
2026-07-13,devops,Terraform,853,27.2,0.0,-33.3,21.0,28.0
2026-07-13,devops,TypeScript,65,2.1,1.0,39.4,6.7,62.0
2026-07-13,engineering,A/B Testing,299,3.3,33.0,45.0,1.9,74.7
2026-07-13,engineering,Agile / Scrum,968,10.6,0.0,1.9,12.2,41.9
2026-07-13,engineering,AI Agents,320,3.5,,43.7,2.5,61.1
2026-07-13,engineering,AI Coding Tools,134,1.5,,-41.3,5.2,32.8
2026-07-13,engineering,Airflow,120,1.3,18.0,8.2,11.7,75.3
2026-07-13,engineering,Amplitude,14,0.2,1.0,75.7,0.0,43.4
2026-07-13,engineering,Angular,555,6.1,0.0,-27.1,10.4,33.7
2026-07-13,engineering,Apache Iceberg,20,0.2,,,0.0,0.0
2026-07-13,engineering,ArgoCD,14,0.2,8.0,,4.1,57.8
2026-07-13,engineering,AWS,1909,20.9,1.0,-17.4,12.2,46.4
2026-07-13,engineering,AWS Security,76,0.8,1.0,1.1,21.9,55.1
2026-07-13,engineering,Azure,751,8.2,0.0,-26.5,17.3,39.7
2026-07-13,engineering,Bash,76,0.8,1.0,-7.9,26.5,53.8
2026-07-13,engineering,BigQuery,27,0.3,43.0,8.2,8.2,77.4
2026-07-13,engineering,C#,632,6.9,0.0,-37.8,15.2,31.6
2026-07-13,engineering,C++,579,6.3,0.0,-49.8,13.2,23.2
2026-07-13,engineering,Cassandra,31,0.3,54.0,82.4,0.0,73.0
2026-07-13,engineering,CI/CD,896,9.8,0.0,-29.3,17.2,37.3
2026-07-13,engineering,ClickHouse,13,0.1,,,0.0,0.0
2026-07-13,engineering,Dagster,19,0.2,,-42.0,0.0,10.8
2026-07-13,engineering,Data Modeling,133,1.5,2.0,47.2,1.2,57.3
2026-07-13,engineering,Data Observability,13,0.1,,52.7,0.0,53.5
2026-07-13,engineering,Data Pipeline,46,0.5,10.0,1.7,4.5,60.4
2026-07-13,engineering,Data Visualization,30,0.3,29.0,53.5,6.6,82.3
2026-07-13,engineering,Databricks,295,3.2,31.0,37.1,1.9,70.8
2026-07-13,engineering,Datadog,138,1.5,22.0,-36.4,1.2,52.0
2026-07-13,engineering,dbt,91,1.0,0.0,52.7,4.5,42.9
2026-07-13,engineering,Deep Learning,19,0.2,0.0,70.8,1.7,40.7
2026-07-13,engineering,Django,152,1.7,1.0,-52.6,0.7,17.3
2026-07-13,engineering,Docker,646,7.1,1.0,-44.1,19.9,37.5
2026-07-13,engineering,DynamoDB,156,1.7,2.0,1.7,5.2,52.8
2026-07-13,engineering,Elasticsearch,156,1.7,15.0,-4.6,7.5,64.0
2026-07-13,engineering,ETL,151,1.7,15.0,1.7,3.7,60.9
2026-07-13,engineering,Excel,223,2.4,6.0,49.2,3.2,65.9
2026-07-13,engineering,FastAPI,171,1.9,1.0,-44.1,10.4,31.7
2026-07-13,engineering,Figma,46,0.5,13.0,,3.1,57.3
2026-07-13,engineering,Fine-tuning,77,0.8,13.0,37.1,6.7,70.6
2026-07-13,engineering,Fivetran,46,0.5,24.0,53.1,10.7,86.0
2026-07-13,engineering,Flask,82,0.9,2.0,-44.1,10.0,41.1
2026-07-13,engineering,Flink,49,0.5,54.0,-42.0,0.0,45.2
2026-07-13,engineering,GCP,828,9.1,1.0,-29.1,14.9,45.3
2026-07-13,engineering,Git,681,7.5,1.0,-25.6,14.9,47.5
2026-07-13,engineering,Go,278,3.0,1.0,-49.8,7.4,26.6
2026-07-13,engineering,Grafana,232,2.5,15.0,29.5,0.0,56.7
2026-07-13,engineering,GraphQL,327,3.6,2.0,-37.1,4.3,41.5
2026-07-13,engineering,Helm,25,0.3,36.0,41.4,3.2,74.6
2026-07-13,engineering,Hugging Face,16,0.2,,130.4,0.0,58.3
2026-07-13,engineering,Incident Response,165,1.8,0.0,49.2,14.7,52.6
2026-07-13,engineering,Informatica,18,0.2,,22.1,0.0,42.7
2026-07-13,engineering,Java,2073,22.7,0.0,-15.7,13.3,38.5
2026-07-13,engineering,JavaScript,1389,15.2,1.0,-42.0,9.8,32.5
2026-07-13,engineering,Jira,101,1.1,3.0,-36.4,5.9,49.2
2026-07-13,engineering,Kafka,294,3.2,6.0,-4.6,12.3,65.3
2026-07-13,engineering,Kotlin,551,6.0,15.0,-10.4,10.3,66.2
2026-07-13,engineering,Kubernetes,813,8.9,6.0,10.6,8.9,66.8
2026-07-13,engineering,LangChain,39,0.4,1.0,-19.7,13.0,46.9
2026-07-13,engineering,Linux,244,2.7,0.0,-43.1,15.3,27.9
2026-07-13,engineering,LLM APIs,34,0.4,,43.7,0.0,48.1
2026-07-13,engineering,LLMs / GenAI,1205,13.2,1.0,9.8,5.2,45.0
2026-07-13,engineering,Looker,11,0.1,,,0.0,0.0
2026-07-13,engineering,Machine Learning,685,7.5,1.0,17.7,6.2,48.1
2026-07-13,engineering,MCP,38,0.4,,43.7,7.9,72.7
2026-07-13,engineering,Microservices,77,0.8,0.0,-34.7,21.1,36.9
2026-07-13,engineering,Mixpanel,14,0.2,15.0,,12.1,74.9
2026-07-13,engineering,MLflow,186,2.0,61.0,,0.0,61.5
2026-07-13,engineering,MongoDB,146,1.6,12.0,-54.0,8.4,45.3
2026-07-13,engineering,MySQL,273,3.0,1.0,-55.5,15.9,32.2
2026-07-13,engineering,Next.js,203,2.2,1.0,-37.8,6.2,32.6
2026-07-13,engineering,NLP,66,0.7,1.0,-28.7,0.0,24.3
2026-07-13,engineering,Node.js,703,7.7,2.0,-31.1,8.0,48.5
2026-07-13,engineering,OWASP,20,0.2,15.0,-52.6,0.0,31.5
2026-07-13,engineering,PHP,152,1.7,1.0,-54.0,4.0,20.4
2026-07-13,engineering,PostgreSQL,657,7.2,2.0,-42.0,12.3,46.0
2026-07-13,engineering,Power BI,11,0.1,2.0,-42.1,0.0,25.9
2026-07-13,engineering,Prefect,14,0.2,23.0,46.4,0.0,65.1
2026-07-13,engineering,Prometheus,65,0.7,54.0,,2.7,71.9
2026-07-13,engineering,Prompt Engineering,36,0.4,,43.7,25.0,89.0
2026-07-13,engineering,Prototyping,133,1.5,15.0,6.6,9.5,69.1
2026-07-13,engineering,Pulumi,18,0.2,,,0.0,0.0
2026-07-13,engineering,Python,2075,22.7,1.0,-33.3,10.2,40.0
2026-07-13,engineering,PyTorch,50,0.5,0.0,-28.7,8.1,30.2
2026-07-13,engineering,RAG,195,2.1,18.0,29.9,5.5,73.3
2026-07-13,engineering,React,1609,17.6,1.0,-37.8,10.3,36.6
2026-07-13,engineering,Redis,126,1.4,3.0,-42.0,3.6,40.2
2026-07-13,engineering,Redshift,28,0.3,0.0,-36.4,30.2,36.5
2026-07-13,engineering,REST API,302,3.3,0.0,-34.9,14.2,33.6
2026-07-13,engineering,Ruby,227,2.5,2.0,-44.8,4.7,34.9
2026-07-13,engineering,Rust,366,4.0,2.0,-43.4,16.2,48.0
2026-07-13,engineering,Salesforce,36,0.4,,,2.8,33.0
2026-07-13,engineering,Scala,194,2.1,15.0,-48.4,5.3,45.6
2026-07-13,engineering,scikit-learn,18,0.2,0.0,-62.5,3.6,9.2
2026-07-13,engineering,Segment,59,0.6,0.0,29.4,5.2,38.1
2026-07-13,engineering,SIEM,43,0.5,0.0,-50.5,1.1,8.8
2026-07-13,engineering,Snowflake,80,0.9,31.0,27.3,0.6,67.6
2026-07-13,engineering,SOC 2,18,0.2,36.0,,0.0,57.5
2026-07-13,engineering,Spark,404,4.4,31.0,0.4,5.8,69.6
2026-07-13,engineering,Spring,400,4.4,1.0,-13.4,16.5,50.9
2026-07-13,engineering,SQL,1375,15.1,1.0,-39.8,11.2,37.0
2026-07-13,engineering,Stakeholder Mgmt,1061,11.6,0.0,-2.5,5.3,32.9
2026-07-13,engineering,Statistical Analysis,34,0.4,0.0,-55.1,0.0,0.7
2026-07-13,engineering,Svelte,10,0.1,4.0,-11.6,0.0,44.1
2026-07-13,engineering,Swift,45,0.5,6.0,24.7,1.4,58.7
2026-07-13,engineering,System Design,212,2.3,1.0,-22.6,8.0,41.4
2026-07-13,engineering,Tableau,11,0.1,2.0,,0.0,30.5
2026-07-13,engineering,TensorFlow,46,0.5,0.0,-28.7,9.9,31.6
2026-07-13,engineering,Terraform,412,4.5,0.0,-37.4,21.1,34.7
2026-07-13,engineering,Trino,24,0.3,,10.3,4.2,58.0
2026-07-13,engineering,TypeScript,1342,14.7,1.0,-38.5,13.3,39.4
2026-07-13,engineering,User Research,22,0.2,,,0.0,0.0
2026-07-13,engineering,Vector Databases,27,0.3,,,0.0,0.0
2026-07-13,engineering,Vue,192,2.1,2.0,-39.9,0.6,34.0
2026-07-13,engineering,Workday,25,0.3,,,16.0,90.2
2026-07-13,engineering,Zero Trust,10,0.1,,97.3,0.0,57.8
2026-07-13,product,A/B Testing,244,15.1,26.0,97.0,0.2,81.4
2026-07-13,product,Agile / Scrum,107,6.6,0.0,-38.5,22.0,24.2
2026-07-13,product,AI Agents,179,11.1,,81.1,0.6,70.0
2026-07-13,product,AI Coding Tools,30,1.9,,127.3,0.0,56.5
2026-07-13,product,Airflow,14,0.9,,,0.0,0.0
2026-07-13,product,Amplitude,33,2.0,54.0,54.1,0.0,55.7
2026-07-13,product,Angular,20,1.2,,-16.8,47.6,44.7
2026-07-13,product,AWS,120,7.4,0.0,26.3,14.6,35.0
2026-07-13,product,AWS Security,14,0.9,,,0.0,0.0
2026-07-13,product,Azure,70,4.3,0.0,,24.9,37.0
2026-07-13,product,C#,11,0.7,,-16.8,83.3,45.5
2026-07-13,product,CI/CD,29,1.8,,71.1,0.0,35.8
2026-07-13,product,Dagster,10,0.6,,,0.0,0.0
2026-07-13,product,Data Pipeline,12,0.7,0.0,,0.0,0.0
2026-07-13,product,Data Visualization,14,0.9,11.0,,0.0,39.8
2026-07-13,product,Databricks,53,3.3,,81.2,0.0,43.3
2026-07-13,product,Datadog,24,1.5,12.0,13.5,0.0,41.9
2026-07-13,product,dbt,45,2.8,,-12.3,0.0,7.5
2026-07-13,product,Elasticsearch,26,1.6,54.0,,24.3,94.1
2026-07-13,product,ETL,32,2.0,,70.0,2.9,68.4
2026-07-13,product,Excel,57,3.5,0.0,82.0,11.9,50.3
2026-07-13,product,Figma,213,13.2,2.0,8.2,0.4,42.1
2026-07-13,product,Fine-tuning,19,1.2,11.0,,1.2,68.7
2026-07-13,product,Fivetran,51,3.2,46.0,-12.3,0.0,41.0
2026-07-13,product,GCP,71,4.4,11.0,10.7,0.0,36.0
2026-07-13,product,Git,16,1.0,2.0,,0.0,23.5
2026-07-13,product,Java,18,1.1,,,0.0,0.0
2026-07-13,product,JavaScript,24,1.5,1.0,32.4,0.0,24.1
