student_id,age,gender,decision_period,degree_program,cgpa,academic_consistency,major_subject_score,aptitude_score,logical_reasoning_score,communication_score,programming_skill,data_analysis_skill,domain_knowledge_score,digital_literacy_score,technical_certifications,leadership_score,teamwork_score,problem_solving_score,creativity_score,adaptability_score,openness_score,conscientiousness_score,extraversion_score,agreeableness_score,emotional_stability_score,career_interest_domain,career_interest_strength,work_environment_preference,risk_tolerance,internship_count,internship_duration_months,project_count,industry_exposure_score,extracurricular_score,resume_quality_score,interview_skill_score,employability_score,career_demand_index,job_growth_rate,average_salary,competition_index,skill_demand_alignment,career_suitability_reward,employment_demand_reward,salary_potential_reward,skill_alignment_reward,student_satisfaction_reward,total_reward,next_employability_score,next_skill_alignment,career_decision_success,recommended_career
STU_01865,21,Male,7,Computer Science,,83.66,77.61,72.4,61.08,65.4,60.16,72.0,66.39,92.04,1,81.21,69.75,86.17,76.0,82.31,89.86,69.16,68.21,80.69,64.43,Entrepreneurship,85.36,Hybrid,64.18,0,0,3,33.87,38.18,84.52,61.13,66.92,100.0,3.57,335088.47,58.77,80.02,0.8347,1.0,0.075,0.8002,0.8056,0.7423,68.67,86.7,1,Entrepreneurship
STU_01866,19,Female,3,Computer Science,8.49,76.61,77.22,69.05,68.16,73.58,90.66,64.38,100.0,95.35,2,59.24,48.93,99.03,91.56,68.87,41.92,77.08,35.67,44.61,30.39,Research,83.15,Hybrid,61.77,2,12,3,55.48,46.57,88.97,65.49,78.07,78.69,12.34,1088427.8,65.19,88.76,0.9091,0.7869,0.4936,0.8876,0.6974,0.7958,81.07,89.5,1,Cybersecurity
STU_01867,19,Female,2,Electrical Engineering,7.04,75.46,71.68,80.38,37.45,75.15,67.72,56.82,72.03,68.15,1,,87.75,,79.01,74.23,47.51,74.45,80.69,47.39,54.24,Data and Analytics,60.4,Field,72.55,0,0,5,21.74,65.32,90.52,67.85,78.78,59.96,4.22,548355.04,30.91,65.34,0.8351,0.5996,0.1935,0.6534,0.6193,0.6248,83.84,67.72,0,Entrepreneurship
STU_01868,22,Female,2,Business Administration,6.13,83.83,53.8,56.89,57.03,48.71,63.82,61.2,72.75,71.9,1,91.05,70.04,90.78,80.18,50.6,80.67,72.95,77.43,75.83,71.95,Technology,55.94,Laboratory,21.52,0,0,10,65.16,90.44,62.59,75.69,65.28,93.07,-0.56,497330.57,22.92,65.23,0.7473,0.9307,0.1652,0.6523,0.5807,0.6563,65.55,68.17,0,Software Development
STU_01869,22,Female,7,Commerce,7.28,59.09,,62.8,72.06,74.17,44.16,44.14,74.63,62.93,0,56.76,57.46,79.93,56.46,65.1,68.21,77.54,68.23,58.51,45.94,Business,78.23,Remote,71.95,0,0,3,31.26,60.91,74.07,100.0,68.87,83.97,12.11,485357.88,64.03,65.81,0.7639,0.8397,0.1585,0.6581,0.6915,0.6546,70.8,66.38,0,Core Engineering
STU_01870,19,Female,3,Electrical Engineering,6.09,61.63,100.0,86.74,98.72,77.98,98.4,95.65,28.63,65.93,1,86.39,90.46,73.88,99.85,99.09,66.99,100.0,69.54,44.27,48.28,Marketing,81.94,Laboratory,91.56,1,5,4,59.89,70.08,69.63,62.99,66.28,64.9,11.95,471411.91,49.74,71.32,0.9078,0.649,0.1508,0.7132,0.7864,0.6817,70.42,75.2,1,Data Science and AI
STU_01871,24,Female,4,Mathematics,6.74,59.54,61.1,63.58,50.74,58.77,48.03,100.0,74.18,74.52,2,52.02,86.18,92.19,79.08,65.15,55.61,87.39,76.83,59.13,67.03,Data and Analytics,64.63,Flexible,10.97,3,3,3,79.21,55.16,86.25,49.25,72.25,83.14,2.45,547804.05,82.62,73.12,0.7109,0.8314,0.1932,0.7312,0.6521,0.6565,74.15,74.33,1,Core Engineering
STU_01872,22,Male,6,Electronics,7.93,67.86,60.02,59.97,89.33,82.15,55.53,68.18,57.42,86.42,0,56.34,55.03,89.59,88.59,75.98,46.21,62.0,42.9,65.66,64.32,Finance,60.11,Hybrid,36.99,1,2,3,46.53,100.0,64.05,67.57,66.94,43.48,4.27,690848.04,100.0,72.28,0.7787,0.4348,0.2727,0.7228,0.6413,0.6063,73.8,76.58,0,Core Engineering
STU_01873,20,Male,5,Science,7.62,78.34,61.07,47.24,69.61,62.5,20.15,73.3,60.86,67.95,2,55.66,74.84,,51.76,100.0,74.39,72.22,69.58,50.82,48.98,Entrepreneurship,63.33,Hybrid,82.74,0,0,2,9.85,91.54,51.88,69.25,66.5,72.96,4.14,863093.38,52.34,61.49,0.7196,0.7296,0.3684,0.6149,0.6779,0.6386,69.06,62.54,0,Higher Education
STU_01874,23,Female,8,Commerce,8.6,100.0,,77.85,82.24,82.92,55.19,51.46,50.3,96.08,2,100.0,88.41,78.76,56.32,57.73,75.55,62.59,71.39,75.23,74.54,Data and Analytics,73.69,Hybrid,42.37,3,18,5,77.63,82.78,80.12,57.95,70.86,70.87,1.55,734970.13,50.35,64.0,0.9174,0.7087,0.2972,0.64,0.7067,0.6922,78.17,68.5,1,Business Management
STU_01875,19,Male,1,Electrical Engineering,7.68,70.85,93.45,53.79,69.76,20.89,53.39,100.0,50.45,87.61,2,56.95,69.69,78.26,88.75,75.7,69.78,92.54,64.23,94.41,67.95,Data and Analytics,86.18,Office,69.62,2,6,6,66.65,65.48,71.22,64.76,57.44,69.11,10.34,235066.82,60.66,62.73,0.8629,0.6911,0.0195,0.6273,0.8044,0.6373,63.4,65.87,0,Research and Academia
STU_01876,25,Male,8,Business Administration,6.46,76.12,58.79,94.23,78.7,88.33,47.37,41.61,100.0,79.54,0,79.43,56.37,61.0,63.24,51.93,68.66,35.57,53.31,70.92,84.73,Research,75.76,Hybrid,62.44,1,2,4,24.78,42.86,72.08,67.49,72.78,71.03,7.17,422553.6,48.3,69.23,0.7684,0.7103,0.1236,0.6923,0.7279,0.637,80.67,71.7,0,Government and Public Service
STU_01877,22,Female,6,Mechanical Engineering,6.2,55.45,100.0,78.26,61.04,90.57,65.28,68.92,88.36,100.0,0,71.42,95.69,30.14,65.17,80.12,75.99,73.59,88.43,79.94,83.48,Public Service,75.14,Field,100.0,5,10,5,74.48,66.29,77.03,59.7,73.79,76.09,17.15,460301.52,53.34,74.77,0.8962,0.7609,0.1446,0.7477,0.778,0.7075,81.54,79.68,1,Marketing and Sales
STU_01878,19,Male,1,Economics,8.15,66.86,99.21,49.97,46.59,69.29,62.7,85.95,97.43,67.84,1,77.49,77.39,92.01,84.86,81.86,82.04,85.59,66.17,73.82,85.88,Engineering,81.23,Hybrid,38.59,2,4,1,66.82,60.94,56.86,52.65,63.21,91.66,3.8,282550.6,57.56,72.18,0.8728,0.9166,0.0459,0.7218,0.8229,0.7148,67.81,75.04,1,Research and Academia
STU_01879,21,Female,3,Computer Science,7.69,47.26,84.3,72.9,78.94,87.84,69.74,96.26,72.99,61.38,1,99.29,54.5,92.57,80.11,85.43,88.37,92.3,54.62,57.66,94.93,Entrepreneurship,50.62,Office,32.11,1,4,5,46.96,53.33,97.15,52.09,75.64,75.51,-0.78,320165.65,71.53,77.3,0.8349,0.7551,0.0668,0.773,0.6644,0.6712,79.48,79.26,1,Core Engineering
STU_01880,18,Male,8,Commerce,7.17,100.0,81.37,60.09,88.63,65.78,85.06,49.86,58.86,83.0,4,62.69,93.26,87.06,87.12,56.28,78.35,49.1,87.3,72.52,79.84,Research,47.13,Office,53.51,2,4,3,60.73,66.55,70.14,59.51,69.9,62.56,8.0,773977.31,69.32,67.77,0.8297,0.6256,0.3189,0.6777,0.555,0.6468,74.95,71.68,0,Software Development
STU_01881,23,Male,1,Economics,7.81,49.41,85.35,80.16,77.2,65.47,66.42,70.85,37.26,69.26,5,85.17,79.69,69.12,75.89,62.27,84.02,55.54,37.61,70.57,89.02,Marketing,78.25,Remote,36.93,1,1,4,51.75,71.54,47.39,92.08,65.64,50.99,1.53,436937.09,48.92,59.52,0.8025,0.5099,0.1316,0.5952,0.7721,0.5885,69.96,57.57,0,Higher Education
STU_01882,19,Male,4,Mathematics,6.55,67.27,65.51,65.65,92.21,92.87,62.85,47.2,49.87,65.72,4,87.32,81.47,67.69,100.0,61.17,72.09,75.11,69.45,66.96,83.18,Marketing,65.54,Flexible,24.49,2,4,5,69.49,56.94,76.27,33.23,68.42,56.77,10.29,611119.29,100.0,60.19,0.8218,0.5677,0.2284,0.6019,0.6819,0.613,72.86,66.97,0,Marketing and Sales
STU_01883,18,Female,2,Computer Science,4.47,72.13,57.03,100.0,57.5,63.29,53.28,48.07,86.49,64.7,1,52.11,82.85,69.16,49.37,64.74,76.92,62.26,63.39,68.61,71.38,Research,40.72,Flexible,76.87,0,0,4,55.2,85.86,71.21,71.72,78.66,94.26,7.16,841371.36,55.66,69.65,0.7939,0.9426,0.3563,0.6965,0.5166,0.7059,79.37,77.38,1,Government and Public Service
STU_01884,22,Male,5,Mathematics,8.65,96.99,74.87,100.0,82.53,88.51,47.89,53.13,56.57,74.7,3,95.01,74.82,86.21,77.04,66.97,49.13,75.93,55.05,86.42,42.4,Technology,74.3,Field,59.35,3,9,3,54.35,66.72,73.85,44.13,73.54,79.72,8.21,310499.76,35.73,65.47,0.8875,0.7972,0.0614,0.6547,0.6645,0.665,82.24,67.22,1,Government and Public Service
STU_01885,18,Female,1,Electronics,8.18,76.91,54.18,62.09,67.93,56.21,100.0,97.65,59.91,60.55,1,70.42,58.44,69.01,59.68,79.9,95.73,52.06,71.49,90.43,60.82,Marketing,58.33,Flexible,66.14,5,24,2,89.21,66.2,73.4,70.04,71.61,76.19,8.11,246743.3,67.11,82.68,0.853,0.7619,0.026,0.8268,0.6314,0.682,73.82,86.28,1,Data Science and AI
STU_01886,23,Female,1,Commerce,7.3,55.74,62.77,67.85,100.0,73.58,65.54,74.9,63.88,68.41,1,75.44,59.24,69.63,100.0,72.07,57.96,77.4,100.0,72.88,91.02,Marketing,59.47,Office,84.83,1,5,5,52.22,56.59,90.13,39.88,65.39,88.23,10.47,485527.35,79.79,81.55,0.8603,0.8823,0.1586,0.8155,0.683,0.7305,71.1,84.73,1,Marketing and Sales
STU_01887,19,Female,8,Economics,6.32,70.08,84.02,81.95,52.2,42.74,67.57,50.51,73.22,62.4,0,79.47,63.11,50.7,53.04,59.48,57.34,79.99,44.1,66.72,53.49,Entrepreneurship,100.0,Laboratory,54.82,1,4,3,41.07,77.09,73.22,51.72,65.04,65.9,16.99,591529.95,36.45,58.2,0.7503,0.659,0.2175,0.582,0.8259,0.6176,64.62,61.18,0,Higher Education
STU_01888,21,Male,3,Computer Science,7.14,74.79,78.92,61.36,75.44,71.63,96.13,78.65,65.28,62.64,2,59.57,72.94,69.26,37.58,74.04,41.98,76.07,70.06,83.8,81.86,Finance,100.0,Remote,55.23,0,0,4,35.56,75.35,60.94,58.43,71.46,90.39,14.3,726810.89,37.04,76.81,0.8427,0.9039,0.2927,0.7681,0.9118,0.7607,77.4,80.46,1,Cloud and DevOps
STU_01889,24,Male,3,Electrical Engineering,5.32,65.61,92.84,61.58,64.47,92.29,37.23,49.84,56.98,54.11,3,73.51,84.58,82.82,80.94,75.26,64.29,58.19,69.62,80.9,53.99,Research,83.05,Hybrid,100.0,2,12,5,52.03,87.97,74.86,75.87,67.38,53.04,7.58,794267.89,49.58,60.21,0.857,0.5304,0.3301,0.6021,0.7568,0.6389,70.51,61.31,0,Marketing and Sales
STU_01890,22,Female,7,Science,7.54,64.35,69.08,46.92,58.0,68.83,85.96,56.9,50.78,77.7,1,32.66,36.68,73.62,69.3,71.95,73.51,51.13,73.66,75.15,61.63,Public Service,78.39,Flexible,59.73,1,4,5,38.26,31.23,100.0,40.48,61.0,79.28,11.37,833085.82,42.85,74.66,0.8922,0.7928,0.3517,0.7466,0.7375,0.7394,61.31,77.16,1,Software Development
STU_01891,19,Female,2,Information Technology,5.08,63.4,97.91,49.07,89.9,83.39,60.8,99.87,68.53,79.57,4,60.96,61.55,67.41,97.38,76.79,68.48,66.74,67.77,67.14,87.37,Data and Analytics,74.02,Remote,61.51,0,0,4,18.96,100.0,37.87,33.13,60.61,63.49,15.17,781024.25,81.72,60.74,0.8394,0.6349,0.3228,0.6074,0.7724,0.6563,61.57,62.78,0,Cybersecurity
STU_01892,23,Other,5,Civil Engineering,7.53,63.78,63.89,82.89,49.43,60.46,53.59,100.0,76.17,71.2,1,59.35,88.79,84.95,76.8,85.72,58.93,64.91,67.83,52.53,90.29,Data and Analytics,72.7,Flexible,97.43,1,5,1,53.23,55.37,69.37,69.39,74.0,84.78,7.93,543317.25,55.32,82.98,0.814,0.8478,0.1907,0.8298,0.7882,0.7286,78.86,86.25,1,Data Science and AI
STU_01893,22,Male,7,Commerce,6.55,61.89,85.89,71.72,63.58,74.93,64.41,46.09,56.98,59.35,2,48.5,65.06,87.42,54.98,52.84,59.6,77.58,88.9,61.48,68.62,Data and Analytics,63.62,Office,93.2,1,5,9,39.17,78.46,56.84,100.0,66.5,73.61,11.88,619873.77,66.08,61.56,0.7456,0.7361,0.2333,0.6156,0.6246,0.6223,72.93,65.48,0,Entrepreneurship
STU_01894,20,Female,7,Commerce,7.22,62.35,75.44,59.87,69.08,74.26,78.46,85.65,57.16,100.0,2,59.64,88.06,79.69,44.73,77.3,75.95,68.81,59.41,76.69,68.49,Finance,80.68,Laboratory,54.6,2,8,5,69.74,40.91,100.0,24.47,77.5,61.32,8.02,1122041.05,34.76,74.41,0.8476,0.6132,0.5122,0.7441,0.7757,0.7173,84.73,76.49,1,Software Development
STU_01895,18,Male,1,Mathematics,6.03,69.52,88.59,80.87,65.57,62.6,69.42,82.51,87.85,65.02,3,37.97,66.28,77.17,69.15,39.84,33.33,71.43,91.06,46.47,80.45,Marketing,88.97,Field,33.91,0,0,6,13.19,59.37,66.05,60.79,62.06,94.6,14.23,858282.61,69.4,63.73,0.7818,0.946,0.3657,0.6373,0.7744,0.7154,66.79,67.2,1,Software Development
STU_01896,24,Male,2,Commerce,9.21,83.54,62.91,39.88,77.65,72.26,54.93,80.47,61.83,82.25,1,61.23,72.83,56.55,57.6,60.65,87.77,66.6,17.37,80.12,98.56,Entrepreneurship,86.55,Office,64.65,1,5,3,72.18,68.31,63.35,41.04,64.89,90.35,12.48,851240.58,33.82,73.11,0.8395,0.9035,0.3618,0.7311,0.8377,0.7534,70.33,78.86,1,Research and Academia
STU_01897,23,Male,8,Mechanical Engineering,7.83,57.24,85.55,66.27,69.73,82.9,96.78,48.83,73.58,69.27,2,67.59,44.23,64.9,63.59,95.28,71.14,83.14,44.88,58.49,80.41,Engineering,67.12,Laboratory,43.34,1,5,5,48.5,51.33,99.93,76.69,65.12,69.15,1.98,809713.09,65.43,79.35,0.8208,0.6915,0.3387,0.7935,0.7541,0.7091,69.18,81.34,1,Cloud and DevOps
STU_01898,20,Male,8,Electrical Engineering,6.57,63.23,79.81,70.36,65.18,67.21,62.46,89.78,68.31,47.22,3,63.02,86.41,100.0,98.04,84.38,65.2,68.39,61.52,48.45,67.8,Research,83.67,Laboratory,65.11,0,0,4,32.58,55.86,49.85,91.82,76.93,90.28,7.24,393641.6,50.26,74.11,0.8383,0.9028,0.1076,0.7411,0.8064,0.7141,78.79,79.15,1,Core Engineering
STU_01899,25,Male,8,Science,7.18,74.5,61.19,52.27,85.61,56.87,20.94,52.94,49.56,69.1,2,71.25,74.14,83.97,53.64,68.21,52.94,32.77,49.72,79.02,52.73,Data and Analytics,72.74,Flexible,39.75,2,10,3,47.55,84.79,53.59,51.14,59.46,91.12,-2.1,791038.94,100.0,51.09,0.7329,0.9112,0.3284,0.5109,0.6783,0.6469,59.54,55.62,0,Business Management
STU_01900,19,Male,5,Mathematics,9.33,80.57,100.0,79.27,70.75,56.35,51.31,68.88,63.71,80.39,1,78.25,61.39,37.71,71.02,86.17,54.05,63.44,75.88,71.54,81.38,Public Service,100.0,Office,87.0,1,6,1,32.66,71.85,60.85,74.64,64.27,84.79,12.46,636892.6,64.54,64.25,0.9633,0.8479,0.2427,0.6425,0.9351,0.7491,65.88,66.12,1,Higher Education
STU_01901,21,Female,2,Electrical Engineering,6.26,,71.51,84.03,79.24,73.7,,,67.79,72.98,2,75.03,54.5,61.03,68.96,78.34,80.62,62.24,42.27,66.71,56.77,Finance,61.6,Remote,67.08,1,2,3,38.26,82.66,73.47,77.65,70.27,92.23,3.96,484747.43,30.29,72.35,0.721,0.9223,0.1582,0.7235,0.6398,0.6693,73.27,79.05,1,Entrepreneurship
STU_01902,22,Male,1,Commerce,6.07,82.93,85.15,72.1,51.01,70.63,58.14,51.6,50.3,82.1,2,57.22,60.94,93.19,60.4,68.72,62.91,88.0,90.9,86.52,61.55,Research,86.57,Hybrid,80.5,0,0,2,36.23,76.34,30.0,53.43,74.77,52.89,16.31,691833.97,62.23,67.49,0.8066,0.5289,0.2732,0.6749,0.78,0.6355,82.96,66.15,0,Government and Public Service
STU_01903,18,Female,8,Economics,6.01,75.77,81.93,60.78,63.43,89.31,69.14,,69.43,75.49,1,63.85,60.47,84.34,68.87,70.77,87.15,80.73,51.17,76.21,80.09,Entrepreneurship,65.27,Hybrid,35.7,0,0,7,38.13,69.59,65.67,95.7,77.93,86.28,19.35,654713.56,61.46,70.88,0.8425,0.8628,0.2526,0.7088,0.6933,0.7097,84.6,78.13,1,Government and Public Service
STU_01904,22,Male,3,Electrical Engineering,6.58,73.37,56.14,57.66,66.94,80.35,58.96,22.23,84.25,79.14,0,65.82,87.65,50.93,38.33,59.73,95.2,55.34,76.43,57.49,54.18,Engineering,68.51,Remote,71.79,1,3,2,47.67,66.71,93.61,57.41,67.47,54.74,10.13,483434.01,59.61,64.06,0.7974,0.5474,0.1575,0.6406,0.6389,0.5964,71.33,64.36,0,Research and Academia
STU_01905,24,Male,3,Mathematics,9.19,,87.03,69.79,90.4,75.54,54.94,46.1,81.32,96.88,7,83.91,88.61,66.02,68.52,38.23,68.69,100.0,69.3,60.87,73.96,Data and Analytics,61.81,Remote,66.98,1,5,7,61.42,74.69,65.9,32.69,65.26,100.0,11.46,604171.88,79.55,61.77,0.8332,1.0,0.2245,0.6177,0.5952,0.6976,72.88,67.1,1,Higher Education
STU_01906,19,Male,3,Computer Science,6.73,58.6,56.63,58.94,82.15,51.99,23.22,71.86,47.92,46.8,3,55.93,62.55,83.82,73.2,94.7,45.28,69.72,64.66,75.94,59.84,Research,90.22,Office,76.98,1,4,6,33.42,61.17,72.04,94.08,67.62,60.85,2.2,711386.98,49.11,52.63,0.7303,0.6085,0.2841,0.5263,0.8504,0.6,71.33,55.21,0,Finance and Banking
STU_01907,22,Male,4,Business Administration,6.9,78.86,67.46,71.95,43.84,69.23,57.91,71.6,72.44,53.08,2,62.13,76.45,100.0,91.36,85.5,74.41,59.22,46.41,43.81,57.71,Engineering,69.9,Field,46.44,1,5,4,40.25,73.76,83.12,71.35,66.17,68.03,-0.42,794160.87,48.88,72.02,0.7845,0.6803,0.3301,0.7202,0.7058,0.6716,69.83,75.65,1,Entrepreneurship
STU_01908,18,Female,2,Information Technology,7.64,68.06,78.07,86.14,79.55,51.76,89.05,60.52,63.91,64.13,2,88.05,76.6,52.53,67.25,52.36,100.0,71.17,45.5,65.68,85.51,Technology,57.05,Flexible,64.38,1,3,3,71.37,67.13,100.0,56.96,68.2,81.75,6.88,919043.88,59.43,60.86,0.7843,0.8175,0.3995,0.6086,0.618,0.6727,78.62,68.1,1,Research and Academia
STU_01909,19,Male,8,Electronics,7.36,75.7,74.06,80.8,99.26,93.12,61.85,97.48,58.64,46.7,2,76.8,85.68,71.66,59.17,52.46,53.09,81.77,96.67,85.34,74.61,Marketing,89.32,Laboratory,60.51,0,0,3,24.98,60.88,100.0,96.3,81.73,55.8,8.72,550836.53,76.03,64.42,1.0,0.558,0.1949,0.6442,0.7901,0.6809,87.65,67.73,1,Finance and Banking
STU_01910,22,Female,1,Civil Engineering,8.56,61.59,82.11,66.08,80.49,63.24,48.67,51.2,81.76,75.24,1,68.98,58.01,63.16,62.72,79.07,81.12,73.6,81.93,72.7,79.77,Research,69.66,Hybrid,94.69,2,8,6,55.78,62.75,48.63,62.32,62.5,49.56,6.13,765700.49,76.86,70.37,0.8806,0.4956,0.3143,0.7037,0.7356,0.6599,63.82,75.59,1,Higher Education
STU_01911,21,Male,2,Electrical Engineering,8.39,72.52,40.71,76.81,57.26,60.23,59.0,100.0,73.33,72.9,0,72.32,62.86,80.73,69.03,75.9,69.34,55.39,100.0,52.95,65.7,Marketing,68.67,Remote,81.93,0,0,7,37.89,67.56,57.05,37.49,66.23,97.58,18.07,424595.48,68.89,79.99,0.7421,0.9758,0.1248,0.7999,0.6952,0.706,73.95,85.77,1,Cloud and DevOps
STU_01912,23,Female,3,Commerce,7.79,61.67,53.39,70.46,68.92,66.98,65.89,51.62,67.66,86.11,0,77.9,77.66,63.74,83.54,93.69,56.53,85.06,75.2,93.73,80.8,Data and Analytics,86.28,Remote,54.7,2,10,3,53.68,63.55,65.26,76.16,75.03,82.18,11.14,575098.27,71.04,77.24,0.8219,0.8218,0.2084,0.7724,0.8667,0.722,79.88,79.2,1,Cybersecurity
STU_01913,19,Female,6,Mechanical Engineering,7.12,80.66,82.83,74.98,79.06,76.17,40.39,53.22,51.31,63.15,0,77.86,99.38,41.59,42.61,79.02,72.26,69.43,84.37,77.43,72.95,Public Service,84.42,Hybrid,85.32,2,8,1,49.37,54.89,84.3,67.31,70.77,54.64,7.64,513787.41,75.61,58.84,0.8105,0.5464,0.1743,0.5884,0.8105,0.6067,74.07,64.58,0,Higher Education
STU_01914,23,Male,6,Electronics,8.55,70.37,70.99,73.03,60.47,34.55,70.71,82.13,67.59,47.58,1,77.94,47.93,100.0,77.56,71.4,66.55,75.17,60.48,27.83,89.96,Research,86.5,Remote,68.97,3,18,4,69.08,31.75,78.81,24.35,54.92,59.29,10.73,644217.24,67.93,69.42,0.7859,0.5929,0.2468,0.6942,0.8417,0.6491,57.13,77.15,0,Higher Education
STU_01915,25,Male,8,Economics,6.46,76.01,78.42,100.0,74.6,59.2,72.28,3.76,68.39,100.0,2,56.64,80.88,55.88,67.2,76.16,91.38,50.79,97.1,68.83,77.7,Business,87.4,Flexible,15.1,2,6,5,24.97,35.6,41.35,57.46,65.24,77.69,-1.28,245553.22,54.58,49.41,0.821,0.7769,0.0253,0.4941,0.8321,0.6122,68.59,56.35,0,Government and Public Service
STU_01916,19,Male,2,Mechanical Engineering,6.38,68.02,79.44,75.98,90.42,97.48,51.4,57.02,55.9,60.26,4,62.66,75.67,75.85,100.0,80.97,62.55,54.36,71.11,82.79,49.69,Finance,,Flexible,44.36,1,2,2,55.7,29.07,90.44,85.67,76.93,68.03,1.56,787418.8,10.0,64.89,0.88,0.6803,0.3263,0.6489,0.7411,0.6853,77.94,67.96,1,Marketing and Sales
STU_01917,21,Female,8,Economics,6.91,82.65,59.69,88.52,79.57,75.98,15.85,56.26,81.76,67.42,1,82.51,58.76,100.0,78.98,48.92,56.0,79.84,69.22,65.15,73.68,Engineering,96.29,Office,79.1,1,4,2,48.32,24.82,55.92,85.99,78.18,74.24,5.52,418065.79,47.85,63.69,0.8122,0.7424,0.1211,0.6369,0.8229,0.6518,84.39,69.06,0,Government and Public Service
STU_01918,23,Male,5,Economics,8.79,78.34,55.32,51.49,64.51,74.64,39.55,92.3,62.57,42.48,2,100.0,92.02,45.04,76.33,62.76,81.58,54.88,75.43,72.23,53.82,Research,69.19,Laboratory,43.33,2,6,6,69.77,35.33,74.06,93.59,73.46,73.91,10.55,424384.89,77.14,63.52,0.8736,0.7391,0.1247,0.6352,0.6483,0.6522,78.79,70.7,0,Business Management
STU_01919,20,Female,6,Science,6.4,62.83,84.37,82.59,92.71,77.63,74.4,62.44,96.41,31.41,3,62.07,50.47,88.83,81.27,72.44,54.76,83.23,62.39,63.29,34.21,Entrepreneurship,69.97,Remote,64.36,2,4,2,46.31,92.16,45.49,33.33,64.73,33.99,1.78,554919.69,46.0,73.98,0.8893,0.3399,0.1972,0.7398,0.6331,0.6126,66.87,77.33,0,Core Engineering
STU_01920,18,Female,6,Electronics,6.68,61.8,63.68,65.44,56.84,50.72,68.2,84.72,72.92,88.76,3,67.06,61.69,67.36,70.85,59.67,74.23,63.1,67.49,77.77,64.04,Marketing,88.69,Remote,50.81,1,4,4,39.74,88.04,87.33,70.08,74.19,53.9,9.59,968233.32,25.78,60.1,0.7559,0.539,0.4268,0.601,0.7796,0.6268,77.14,63.58,0,Higher Education
STU_01921,20,Female,2,Electronics,7.61,85.01,76.78,76.75,76.76,100.0,45.4,41.27,75.36,95.86,0,53.37,64.98,70.14,51.89,84.81,63.71,83.96,65.07,94.15,79.37,Data and Analytics,55.52,Office,26.16,2,2,6,41.28,52.96,51.03,49.21,74.3,91.4,17.4,463435.07,70.15,59.26,0.8504,0.914,0.1464,0.5926,0.6615,0.6742,76.61,61.02,1,Marketing and Sales
STU_01922,22,Female,7,Science,7.33,43.9,72.15,71.86,49.74,81.84,85.78,46.72,96.86,69.9,2,58.71,74.77,56.64,66.28,48.8,66.93,68.83,79.79,48.83,62.32,Research,100.0,Hybrid,44.52,4,8,1,73.7,87.41,100.0,58.95,71.43,61.63,1.65,959049.01,55.02,73.39,0.7685,0.6163,0.4217,0.7339,0.8222,0.6828,74.28,77.36,1,Finance and Banking
STU_01923,21,Female,4,Business Administration,6.94,91.62,57.97,20.0,55.64,63.33,91.84,43.24,94.23,72.0,2,74.92,53.42,88.74,83.13,61.14,48.17,56.73,81.88,72.22,63.57,Finance,55.72,Hybrid,87.48,1,3,2,50.57,27.33,36.9,66.9,65.3,42.74,8.78,395866.3,72.53,75.32,0.8569,0.4274,0.1088,0.7532,0.5837,0.6055,68.78,79.13,0,Core Engineering
STU_01924,20,Male,4,Computer Science,7.96,64.26,66.82,98.78,61.97,81.61,40.28,,61.27,42.95,1,66.83,74.25,71.48,68.71,47.33,72.93,100.0,24.12,88.13,77.54,Research,78.05,Office,47.31,1,3,3,52.47,65.8,63.29,57.23,71.55,40.43,3.41,463945.56,53.45,52.13,0.9134,0.4043,0.1466,0.5213,0.718,0.579,71.89,49.41,0,Government and Public Service
STU_01925,19,Female,3,Electrical Engineering,6.83,82.11,88.1,49.14,81.01,85.95,64.16,69.65,77.3,92.98,0,66.8,74.38,61.51,60.44,73.45,72.69,75.5,92.17,89.61,83.36,Research,52.39,Flexible,60.96,2,2,5,73.68,54.99,68.44,66.49,70.9,62.84,5.37,452460.42,62.3,73.24,0.8494,0.6284,0.1403,0.7324,0.628,0.6474,74.51,79.73,0,Research and Academia
STU_01926,22,Female,8,Electrical Engineering,8.67,78.57,76.51,52.78,77.62,55.24,67.58,50.85,76.35,55.61,2,64.85,84.05,76.93,42.65,68.07,75.34,76.39,52.87,68.16,89.86,Finance,72.63,Field,33.87,1,4,6,49.9,73.13,64.06,63.07,64.16,84.61,10.67,712681.77,79.63,66.35,0.8887,0.8461,0.2848,0.6635,0.7516,0.7196,66.93,69.95,1,Higher Education
STU_01927,22,Male,1,Economics,7.68,68.97,69.27,64.58,69.7,100.0,91.15,60.73,77.75,60.55,2,89.4,83.65,85.9,81.91,68.33,56.01,65.91,58.07,61.52,68.97,Technology,79.16,Office,51.33,0,0,7,45.3,40.82,25.54,67.18,71.8,41.47,8.7,966421.1,66.92,79.65,0.879,0.4147,0.4258,0.7965,0.7496,0.6846,74.84,82.57,1,Marketing and Sales
STU_01928,20,Female,7,Information Technology,8.62,,79.59,58.18,86.55,72.23,60.67,78.93,77.29,64.73,4,100.0,61.07,91.83,97.02,77.09,87.78,52.73,51.93,100.0,56.12,Engineering,75.2,Office,75.8,2,12,0,77.54,52.78,65.4,68.53,74.23,87.56,11.48,200000.0,46.55,72.14,0.8883,0.8756,0.0,0.7214,0.7176,0.6937,77.0,75.63,1,Core Engineering
