snapshot_date,category,skill,skill_group,listing_count,total_listings,demand_pct,required_count
2026-07-21,devops,Workflow Automation,Tool,3,4010,0.1,3
2026-07-21,devops,Penetration Testing,Skill,3,4010,0.1,3
2026-07-21,devops,PHP,Language,4,4010,0.1,4
2026-07-21,devops,Deep Learning,Skill,3,4010,0.1,3
2026-07-21,devops,Prefect,Orchestrator,3,4010,0.1,3
2026-07-21,devops,RAG,Technique,5,4010,0.1,4
2026-07-21,devops,SageMaker,MLOps,4,4010,0.1,4
2026-07-21,devops,Segment,Analytics,4,4010,0.1,4
2026-07-21,devops,Cassandra,Database,4,4010,0.1,1
2026-07-21,devops,Zero Trust,Architecture,6,4010,0.1,4
2026-07-21,devops,Amplitude,Analytics,4,4010,0.1,4
2026-07-21,devops,Statistical Analysis,Skill,3,4010,0.1,3
2026-07-21,devops,Swift,Language,4,4010,0.1,3
2026-07-21,devops,Airflow,Orchestrator,4,4010,0.1,4
2026-07-21,devops,Vector Databases,Database,3,4010,0.1,3
2026-07-21,devops,Workday,Platform,5,4010,0.1,5
2026-07-21,devops,GraphQL,API,4,4010,0.1,4
2026-07-21,devops,Flink,Streaming,6,4010,0.1,6
2026-07-21,devops,ServiceNow,Platform,1,4010,0.0,1
2026-07-21,devops,TensorFlow,Framework,1,4010,0.0,1
2026-07-21,devops,vLLM,Infra,1,4010,0.0,0
2026-07-21,devops,LLM APIs,API,2,4010,0.0,2
2026-07-21,devops,LangChain,Framework,2,4010,0.0,2
2026-07-21,devops,FastAPI,Framework,1,4010,0.0,1
2026-07-21,devops,Fine-tuning,Technique,2,4010,0.0,2
2026-07-21,devops,SSIS,Tool,2,4010,0.0,2
2026-07-21,devops,Informatica,Tool,2,4010,0.0,2
2026-07-21,devops,User Research,Skill,1,4010,0.0,1
2026-07-21,devops,Supabase,Platform,1,4010,0.0,0
2026-07-21,devops,Data Visualization,Skill,1,4010,0.0,1
2026-07-21,devops,Svelte,Framework,2,4010,0.0,2
2026-07-21,devops,Data Modeling,Skill,1,4010,0.0,1
2026-07-21,devops,Prompt Engineering,Skill,1,4010,0.0,1
2026-07-21,devops,Redshift,Warehouse,2,4010,0.0,2
2026-07-21,devops,Power BI,BI,2,4010,0.0,2
2026-07-21,devops,OWASP,Framework,1,4010,0.0,1
2026-07-21,devops,CISSP,Certification,1,4010,0.0,0
2026-07-21,devops,Vue,Framework,2,4010,0.0,2
2026-07-21,devops,MCP,Protocol,1,4010,0.0,1
2026-07-21,devops,SAS,Language,1,4010,0.0,1
2026-07-21,devops,Dynamics 365,Platform,2,4010,0.0,2
2026-07-21,devops,Alteryx,Tool,1,4010,0.0,1
2026-07-21,security,AWS,Cloud,170,1907,8.9,159
2026-07-21,security,Incident Response,Skill,127,1907,6.7,125
2026-07-21,security,SIEM,Tool,125,1907,6.6,116
2026-07-21,security,Python,Language,105,1907,5.5,99
2026-07-21,security,Azure,Cloud,96,1907,5.0,94
2026-07-21,security,GCP,Cloud,77,1907,4.0,70
2026-07-21,security,Stakeholder Mgmt,Soft Skill,68,1907,3.6,67
2026-07-21,security,AWS Security,Cloud,54,1907,2.8,53
2026-07-21,security,CI/CD,Pipeline,47,1907,2.5,43
2026-07-21,security,Kubernetes,Orchestration,46,1907,2.4,33
2026-07-21,security,LLMs / GenAI,Skill,44,1907,2.3,32
2026-07-21,security,Penetration Testing,Skill,40,1907,2.1,39
2026-07-21,security,AI Agents,Technique,40,1907,2.1,37
2026-07-21,security,Terraform,IaC,41,1907,2.1,38
2026-07-21,security,Docker,DevOps,32,1907,1.7,27
2026-07-21,security,Spark,Processing,28,1907,1.5,26
2026-07-21,security,CISSP,Certification,24,1907,1.3,11
2026-07-21,security,Linux,OS,25,1907,1.3,23
2026-07-21,security,OWASP,Framework,22,1907,1.2,20
2026-07-21,security,Git,Tool,21,1907,1.1,18
2026-07-21,security,Agile / Scrum,Methodology,20,1907,1.0,19
2026-07-21,security,Zero Trust,Architecture,20,1907,1.0,19
2026-07-21,security,JavaScript,Language,18,1907,0.9,16
2026-07-21,security,Machine Learning,Skill,15,1907,0.8,12
2026-07-21,security,SQL,Language,15,1907,0.8,14
2026-07-21,security,SOC 2,Compliance,15,1907,0.8,14
2026-07-21,security,Java,Language,16,1907,0.8,15
2026-07-21,security,Datadog,Monitoring,13,1907,0.7,12
2026-07-21,security,Rust,Language,13,1907,0.7,11
2026-07-21,security,Excel,Tool,11,1907,0.6,11
2026-07-21,security,Databricks,Platform,11,1907,0.6,9
2026-07-21,security,TypeScript,Language,11,1907,0.6,9
2026-07-21,security,C++,Language,10,1907,0.5,10
2026-07-21,security,AI Coding Tools,Tool,9,1907,0.5,6
2026-07-21,security,Bash,Language,8,1907,0.4,7
2026-07-21,security,Node.js,Runtime,8,1907,0.4,8
2026-07-21,security,Snowflake,Warehouse,7,1907,0.4,7
2026-07-21,security,Ruby,Language,7,1907,0.4,5
2026-07-21,security,MLflow,MLOps,7,1907,0.4,7
2026-07-21,security,A/B Testing,Skill,5,1907,0.3,5
2026-07-21,security,Burp Suite,Tool,6,1907,0.3,6
2026-07-21,security,Jira,Tool,6,1907,0.3,5
2026-07-21,security,MCP,Protocol,5,1907,0.3,4
2026-07-21,security,Next.js,Framework,5,1907,0.3,5
2026-07-21,security,Prototyping,Skill,5,1907,0.3,5
2026-07-21,security,System Design,Skill,6,1907,0.3,6
2026-07-21,security,Figma,Design,3,1907,0.2,3
2026-07-21,security,RAG,Technique,3,1907,0.2,2
2026-07-21,security,Elasticsearch,Database,3,1907,0.2,2
2026-07-21,security,React,Framework,4,1907,0.2,4
2026-07-21,security,MongoDB,Database,4,1907,0.2,4
2026-07-21,security,C#,Language,3,1907,0.2,3
2026-07-21,security,Kotlin,Language,3,1907,0.2,1
2026-07-21,security,Go,Language,3,1907,0.2,3
2026-07-21,security,ServiceNow,Platform,3,1907,0.2,3
2026-07-21,security,Pulumi,IaC,1,1907,0.1,1
2026-07-21,security,Grafana,Monitoring,1,1907,0.1,1
2026-07-21,security,PyTorch,Framework,1,1907,0.1,0
2026-07-21,security,Redis,Database,2,1907,0.1,1
2026-07-21,security,REST API,API,2,1907,0.1,2
2026-07-21,security,Fine-tuning,Technique,1,1907,0.1,1
2026-07-21,security,SageMaker,MLOps,1,1907,0.1,1
2026-07-21,security,SAP,Platform,1,1907,0.1,1
2026-07-21,security,Scala,Language,1,1907,0.1,1
2026-07-21,security,Segment,Analytics,2,1907,0.1,2
2026-07-21,security,ETL,Skill,1,1907,0.1,1
2026-07-21,security,DynamoDB,Database,2,1907,0.1,0
2026-07-21,security,Data Pipeline,Skill,2,1907,0.1,2
2026-07-21,security,Statistical Analysis,Skill,1,1907,0.1,1
2026-07-21,security,Swift,Language,2,1907,0.1,2
2026-07-21,security,Angular,Framework,1,1907,0.1,1
2026-07-21,security,Tableau,BI,2,1907,0.1,2
2026-07-21,security,TensorFlow,Framework,2,1907,0.1,1
2026-07-21,security,BigQuery,Warehouse,2,1907,0.1,2
2026-07-21,security,Trino,Query Engine,1,1907,0.1,0
2026-07-21,security,Ansible,Config,2,1907,0.1,2
2026-07-21,security,LLM APIs,API,1,1907,0.1,1
2026-07-21,security,Looker,BI,2,1907,0.1,2
2026-07-21,security,Linear,Tool,1,1907,0.1,0
2026-07-21,security,Mixpanel,Analytics,1,1907,0.1,1
2026-07-21,security,Vue,Framework,1,1907,0.1,1
2026-07-21,security,LangChain,Framework,1,1907,0.1,1
2026-07-21,security,MySQL,Database,1,1907,0.1,0
2026-07-21,security,Workday,Platform,1,1907,0.1,1
2026-07-21,security,Helm,Orchestration,1,1907,0.1,1
2026-07-21,security,GraphQL,API,2,1907,0.1,0
2026-07-21,security,PostgreSQL,Database,2,1907,0.1,1
2026-07-21,security,Prometheus,Monitoring,1,1907,0.1,1
2026-07-21,security,Workflow Automation,Tool,1,1907,0.1,1
2026-07-21,ai,Machine Learning,Skill,1025,3213,31.9,1019
2026-07-21,ai,LLMs / GenAI,Skill,566,3213,17.6,557
2026-07-21,ai,Python,Language,328,3213,10.2,322
2026-07-21,ai,AI Agents,Technique,220,3213,6.8,213
2026-07-21,ai,PyTorch,Framework,142,3213,4.4,140
2026-07-21,ai,AWS,Cloud,137,3213,4.3,132
2026-07-21,ai,Stakeholder Mgmt,Soft Skill,135,3213,4.2,132
2026-07-21,ai,RAG,Technique,125,3213,3.9,118
2026-07-21,ai,Azure,Cloud,115,3213,3.6,111
2026-07-21,ai,Fine-tuning,Technique,110,3213,3.4,102
2026-07-21,ai,Deep Learning,Skill,104,3213,3.2,99
2026-07-21,ai,TensorFlow,Framework,96,3213,3.0,94
2026-07-21,ai,Agile / Scrum,Methodology,90,3213,2.8,87
2026-07-21,ai,A/B Testing,Skill,87,3213,2.7,83
2026-07-21,ai,NLP,Skill,76,3213,2.4,72
2026-07-21,ai,Statistical Analysis,Skill,72,3213,2.2,67
2026-07-21,ai,SQL,Language,67,3213,2.1,57
2026-07-21,ai,GCP,Cloud,67,3213,2.1,63
2026-07-21,ai,Spark,Processing,60,3213,1.9,55
2026-07-21,ai,Kubernetes,Orchestration,59,3213,1.8,53
2026-07-21,ai,Hugging Face,Library,53,3213,1.6,51
2026-07-21,ai,MLflow,MLOps,50,3213,1.6,47
2026-07-21,ai,LangChain,Framework,46,3213,1.4,46
2026-07-21,ai,Databricks,Platform,43,3213,1.3,42
2026-07-21,ai,Java,Language,42,3213,1.3,41
2026-07-21,ai,scikit-learn,Library,38,3213,1.2,38
2026-07-21,ai,Docker,DevOps,39,3213,1.2,37
2026-07-21,ai,CI/CD,Pipeline,39,3213,1.2,39
2026-07-21,ai,Prototyping,Skill,34,3213,1.1,29
2026-07-21,ai,Node.js,Runtime,33,3213,1.0,33
2026-07-21,ai,C++,Language,32,3213,1.0,30
2026-07-21,ai,Excel,Tool,33,3213,1.0,33
2026-07-21,ai,Prompt Engineering,Skill,31,3213,1.0,29
2026-07-21,ai,Airflow,Orchestrator,25,3213,0.8,20
2026-07-21,ai,System Design,Skill,25,3213,0.8,24
2026-07-21,ai,Git,Tool,22,3213,0.7,20
2026-07-21,ai,XGBoost,Library,18,3213,0.6,18
2026-07-21,ai,React,Framework,20,3213,0.6,19
2026-07-21,ai,Kafka,Streaming,20,3213,0.6,13
2026-07-21,ai,SageMaker,MLOps,18,3213,0.6,17
2026-07-21,ai,Terraform,IaC,16,3213,0.5,14
2026-07-21,ai,FastAPI,Framework,15,3213,0.5,15
2026-07-21,ai,Datadog,Monitoring,15,3213,0.5,15
2026-07-21,ai,JavaScript,Language,16,3213,0.5,16
2026-07-21,ai,TypeScript,Language,17,3213,0.5,16
2026-07-21,ai,Grafana,Monitoring,17,3213,0.5,17
2026-07-21,ai,Pandas,Library,17,3213,0.5,17
2026-07-21,ai,C#,Language,12,3213,0.4,12
2026-07-21,ai,AI Coding Tools,Tool,14,3213,0.4,13
2026-07-21,ai,BigQuery,Warehouse,13,3213,0.4,6
2026-07-21,ai,ETL,Skill,12,3213,0.4,10
2026-07-21,ai,PostgreSQL,Database,14,3213,0.4,14
2026-07-21,ai,Rust,Language,13,3213,0.4,13
2026-07-21,ai,Scala,Language,14,3213,0.4,14
2026-07-21,ai,MongoDB,Database,10,3213,0.3,10
2026-07-21,ai,Salesforce,Platform,9,3213,0.3,8
2026-07-21,ai,Data Modeling,Skill,9,3213,0.3,9
2026-07-21,ai,Snowflake,Warehouse,11,3213,0.3,11
2026-07-21,ai,Go,Language,10,3213,0.3,9
2026-07-21,ai,Incident Response,Skill,11,3213,0.3,10
2026-07-21,ai,Vector Databases,Database,7,3213,0.2,7
2026-07-21,ai,LLM APIs,API,7,3213,0.2,6
2026-07-21,ai,Data Visualization,Skill,5,3213,0.2,4
2026-07-21,ai,Redis,Database,5,3213,0.2,2
2026-07-21,ai,Next.js,Framework,7,3213,0.2,7
2026-07-21,ai,Workday,Platform,6,3213,0.2,5
2026-07-21,ai,Elasticsearch,Database,5,3213,0.2,5
2026-07-21,ai,Flink,Streaming,5,3213,0.2,3
2026-07-21,ai,GraphQL,API,6,3213,0.2,6
2026-07-21,ai,REST API,API,6,3213,0.2,6
2026-07-21,ai,Ruby,Language,7,3213,0.2,7
2026-07-21,ai,Angular,Framework,6,3213,0.2,6
2026-07-21,ai,Linux,OS,8,3213,0.2,8
2026-07-21,ai,Linear,Tool,3,3213,0.1,3
2026-07-21,ai,Kotlin,Language,2,3213,0.1,2
2026-07-21,ai,NumPy,Library,4,3213,0.1,4
2026-07-21,ai,PHP,Language,2,3213,0.1,2
2026-07-21,ai,Workflow Automation,Tool,3,3213,0.1,3
2026-07-21,ai,Flask,Framework,3,3213,0.1,3
2026-07-21,ai,Figma,Design,4,3213,0.1,4
2026-07-21,ai,DynamoDB,Database,3,3213,0.1,3
2026-07-21,ai,Redshift,Warehouse,3,3213,0.1,3
2026-07-21,ai,Django,Framework,3,3213,0.1,3
2026-07-21,ai,Segment,Analytics,4,3213,0.1,4
2026-07-21,ai,ServiceNow,Platform,4,3213,0.1,4
2026-07-21,ai,Spring,Framework,2,3213,0.1,2
2026-07-21,ai,Data Pipeline,Skill,2,3213,0.1,2
2026-07-21,ai,Svelte,Framework,2,3213,0.1,2
2026-07-21,ai,Swift,Language,2,3213,0.1,2
2026-07-21,ai,ArgoCD,GitOps,2,3213,0.1,2
2026-07-21,ai,Trino,Query Engine,2,3213,0.1,2
2026-07-21,ai,vLLM,Infra,3,3213,0.1,2
2026-07-21,ai,Vue,Framework,4,3213,0.1,4
2026-07-21,ai,MCP,Protocol,4,3213,0.1,3
2026-07-21,ai,Jupyter,Tool,1,3213,0.0,1
2026-07-21,ai,Bash,Language,1,3213,0.0,1
2026-07-21,ai,AWS Security,Cloud,1,3213,0.0,1
2026-07-21,ai,NetSuite,Platform,1,3213,0.0,1
2026-07-21,ai,dbt,Transform,1,3213,0.0,1
2026-07-21,ai,Zero Trust,Architecture,1,3213,0.0,1
2026-07-21,ai,Prometheus,Monitoring,1,3213,0.0,1
2026-07-21,ai,Amplitude,Analytics,1,3213,0.0,1
2026-07-21,ai,SAS,Language,1,3213,0.0,1
2026-07-21,ai,Dagster,Orchestrator,1,3213,0.0,1
2026-07-21,ai,Streamlit,Framework,1,3213,0.0,1
2026-07-21,ai,Supabase,Platform,1,3213,0.0,1
2026-07-21,ai,Pulumi,IaC,1,3213,0.0,1
